Year,Sport,Country,Gender,Medal Rank,Medal,Age of Athlete,Event,Name of Athlete or Team
2014,Luge,Germany,Men,1,gold,,Men's Doubles,Germany
2014,Luge,Austria,Men,2,silver,,Men's Doubles,Austria
2014,Luge,Latvia,Men,3,bronze,,Men's Doubles,Latvia
2014,Cross-Country Skiing,Sweden,Men,1,gold,,Men's 4 × 10-Kilometer Relay,Sweden
2014,Cross-Country Skiing,Russia,Men,2,silver,,Men's 4 × 10-Kilometer Relay,Russia
2014,Cross-Country Skiing,France,Men,3,bronze,,Men's 4 × 10-Kilometer Relay,France
2014,Ski Jumping,Germany,Men,1,gold,,Men's Team,Germany
2014,Ski Jumping,Austria,Men,2,silver,,Men's Team,Austria
2014,Ski Jumping,Japan,Men,3,bronze,,Men's Team,Japan
2014,Cross-Country Skiing,Finland,Men,1,gold,,Men's Team Sprint,Finland
2014,Cross-Country Skiing,Russia,Men,2,silver,,Men's Team Sprint,Russia
2014,Cross-Country Skiing,Sweden,Men,3,bronze,,Men's Team Sprint,Sweden
2014,Nordic Combined,Norway,Men,1,gold,,Men's Team,Norway
2014,Nordic Combined,Germany,Men,2,silver,,Men's Team,Germany
2014,Nordic Combined,Austria,Men,3,bronze,,Men's Team,Austria
2014,Curling,Canada,Men,1,gold,,Men's Curling,Canada
2014,Curling,Britain,Men,2,silver,,Men's Curling,Britain
2014,Curling,Sweden,Men,3,bronze,,Men's Curling,Sweden
2014,Short-Track Speedskating,Russia,Men,1,gold,,"Men's 5,000-Meter Relay",Russia
2014,Short-Track Speedskating,United States,Men,2,silver,,"Men's 5,000-Meter Relay",United States
2014,Short-Track Speedskating,China,Men,3,bronze,,"Men's 5,000-Meter Relay",China
2014,Biathlon,Russia,Men,1,gold,,Men's 4 × 7.5-Kilometer Relay,Russia
2014,Biathlon,Germany,Men,2,silver,,Men's 4 × 7.5-Kilometer Relay,Germany
2014,Biathlon,Austria,Men,3,bronze,,Men's 4 × 7.5-Kilometer Relay,Austria
2014,Speedskating,Netherlands,Men,1,gold,,Men's Team Pursuit,Netherlands
2014,Speedskating,South Korea,Men,2,silver,,Men's Team Pursuit,South Korea
2014,Speedskating,Poland,Men,3,bronze,,Men's Team Pursuit,Poland
1924,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
1924,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
1924,Ice Hockey,Britain,Men,3,bronze,,Men's Ice Hockey,Britain
1928,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
1928,Ice Hockey,Sweden,Men,2,silver,,Men's Ice Hockey,Sweden
1928,Ice Hockey,Switzerland,Men,3,bronze,,Men's Ice Hockey,Switzerland
1932,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
1932,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
1932,Ice Hockey,Germany,Men,3,bronze,,Men's Ice Hockey,Germany
1936,Ice Hockey,Britain,Men,1,gold,,Men's Ice Hockey,Britain
1936,Ice Hockey,Canada,Men,2,silver,,Men's Ice Hockey,Canada
1936,Ice Hockey,United States,Men,3,bronze,,Men's Ice Hockey,United States
1948,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
1948,Ice Hockey,Czechoslovakia,Men,2,silver,,Men's Ice Hockey,Czechoslovakia
1948,Ice Hockey,Switzerland,Men,3,bronze,,Men's Ice Hockey,Switzerland
1952,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
1952,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
1952,Ice Hockey,Sweden,Men,3,bronze,,Men's Ice Hockey,Sweden
1956,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1956,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
1956,Ice Hockey,Canada,Men,3,bronze,,Men's Ice Hockey,Canada
1960,Ice Hockey,United States,Men,1,gold,,Men's Ice Hockey,United States
1960,Ice Hockey,Canada,Men,2,silver,,Men's Ice Hockey,Canada
1960,Ice Hockey,Soviet Union,Men,3,bronze,,Men's Ice Hockey,Soviet Union
1964,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1964,Ice Hockey,Sweden,Men,2,silver,,Men's Ice Hockey,Sweden
1964,Ice Hockey,Czechoslovakia,Men,3,bronze,,Men's Ice Hockey,Czechoslovakia
1968,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1968,Ice Hockey,Czechoslovakia,Men,2,silver,,Men's Ice Hockey,Czechoslovakia
1968,Ice Hockey,Canada,Men,3,bronze,,Men's Ice Hockey,Canada
1972,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1972,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
1972,Ice Hockey,Czechoslovakia,Men,3,bronze,,Men's Ice Hockey,Czechoslovakia
1976,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1976,Ice Hockey,Czechoslovakia,Men,2,silver,,Men's Ice Hockey,Czechoslovakia
1976,Ice Hockey,West Germany,Men,3,bronze,,Men's Ice Hockey,West Germany
1980,Ice Hockey,United States,Men,1,gold,,Men's Ice Hockey,United States
1980,Ice Hockey,Soviet Union,Men,2,silver,,Men's Ice Hockey,Soviet Union
1980,Ice Hockey,Sweden,Men,3,bronze,,Men's Ice Hockey,Sweden
1984,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1984,Ice Hockey,Czechoslovakia,Men,2,silver,,Men's Ice Hockey,Czechoslovakia
1984,Ice Hockey,Sweden,Men,3,bronze,,Men's Ice Hockey,Sweden
1988,Ice Hockey,Soviet Union,Men,1,gold,,Men's Ice Hockey,Soviet Union
1988,Ice Hockey,Finland,Men,2,silver,,Men's Ice Hockey,Finland
1988,Ice Hockey,Sweden,Men,3,bronze,,Men's Ice Hockey,Sweden
1992,Ice Hockey,Unified Team,Men,1,gold,,Men's Ice Hockey,Unified Team
1992,Ice Hockey,Canada,Men,2,silver,,Men's Ice Hockey,Canada
1992,Ice Hockey,Czechoslovakia,Men,3,bronze,,Men's Ice Hockey,Czechoslovakia
1994,Ice Hockey,Sweden,Men,1,gold,,Men's Ice Hockey,Sweden
1994,Ice Hockey,Canada,Men,2,silver,,Men's Ice Hockey,Canada
1994,Ice Hockey,Finland,Men,3,bronze,,Men's Ice Hockey,Finland
1998,Ice Hockey,Czech Republic,Men,1,gold,,Men's Ice Hockey,Czech Republic
1998,Ice Hockey,Russia,Men,2,silver,,Men's Ice Hockey,Russia
1998,Ice Hockey,Finland,Men,3,bronze,,Men's Ice Hockey,Finland
2002,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
2002,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
2002,Ice Hockey,Russia,Men,3,bronze,,Men's Ice Hockey,Russia
2006,Ice Hockey,Sweden,Men,1,gold,,Men's Ice Hockey,Sweden
2006,Ice Hockey,Finland,Men,2,silver,,Men's Ice Hockey,Finland
2006,Ice Hockey,Czech Republic,Men,3,bronze,,Men's Ice Hockey,Czech Republic
2010,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
2010,Ice Hockey,United States,Men,2,silver,,Men's Ice Hockey,United States
2010,Ice Hockey,Finland,Men,3,bronze,,Men's Ice Hockey,Finland
2014,Ice Hockey,Finland,Men,3,bronze,,Men's Ice Hockey,Finland
2014,Ice Hockey,Canada,Men,1,gold,,Men's Ice Hockey,Canada
2014,Ice Hockey,Sweden,Men,2,silver,,Men's Ice Hockey,Sweden
1924,Figure Skating,Austria,Mixed,1,gold,,Mixed Pairs,Austria
1924,Figure Skating,Finland,Mixed,2,silver,,Mixed Pairs,Finland
1924,Figure Skating,France,Mixed,3,bronze,,Mixed Pairs,France-1
1928,Figure Skating,France,Mixed,1,gold,,Mixed Pairs,France
1928,Figure Skating,Austria,Mixed,2,silver,,Mixed Pairs,Austria-1
1928,Figure Skating,Austria,Mixed,3,bronze,,Mixed Pairs,Austria-2
1932,Figure Skating,France,Mixed,1,gold,,Mixed Pairs,France
1932,Figure Skating,United States,Mixed,2,silver,,Mixed Pairs,United States-1
1932,Figure Skating,Hungary,Mixed,3,bronze,,Mixed Pairs,Hungary-1
1936,Figure Skating,Germany,Mixed,1,gold,,Mixed Pairs,Germany-1
1936,Figure Skating,Austria,Mixed,2,silver,,Mixed Pairs,Austria-1
1936,Figure Skating,Hungary,Mixed,3,bronze,,Mixed Pairs,Hungary-1
1948,Figure Skating,Belgium,Mixed,1,gold,,Mixed Pairs,Belgium
1948,Figure Skating,Hungary,Mixed,2,silver,,Mixed Pairs,Hungary-1
1948,Figure Skating,Canada,Mixed,3,bronze,,Mixed Pairs,Canada
1952,Figure Skating,Germany,Mixed,1,gold,,Mixed Pairs,Germany-1
1952,Figure Skating,United States,Mixed,2,silver,,Mixed Pairs,United States-1
1952,Figure Skating,Hungary,Mixed,3,bronze,,Mixed Pairs,Hungary-1
1956,Figure Skating,Austria,Mixed,1,gold,,Mixed Pairs,Austria-1
1956,Figure Skating,Canada,Mixed,2,silver,,Mixed Pairs,Canada-1
1956,Figure Skating,Hungary,Mixed,3,bronze,,Mixed Pairs,Hungary
1960,Figure Skating,Canada,Mixed,1,gold,,Mixed Pairs,Canada-1
1960,Figure Skating,Germany,Mixed,2,silver,,Mixed Pairs,Germany-1
1960,Figure Skating,United States,Mixed,3,bronze,,Mixed Pairs,United States-1
1964,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1964,Figure Skating,Germany,Mixed,2,silver,,Mixed Pairs,Germany-1
1968,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1968,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Pairs,Soviet Union-2
1968,Figure Skating,West Germany,Mixed,3,bronze,,Mixed Pairs,West Germany-1
1972,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1972,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Pairs,Soviet Union-2
1972,Figure Skating,East Germany,Mixed,3,bronze,,Mixed Pairs,East Germany-1
1976,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1976,Figure Skating,East Germany,Mixed,2,silver,,Mixed Pairs,East Germany-1
1976,Figure Skating,East Germany,Mixed,3,bronze,,Mixed Pairs,East Germany-2
1980,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1980,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Pairs,Soviet Union-2
1980,Figure Skating,East Germany,Mixed,3,bronze,,Mixed Pairs,East Germany-1
1984,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1984,Figure Skating,United States,Mixed,2,silver,,Mixed Pairs,United States-1
1984,Figure Skating,Soviet Union,Mixed,3,bronze,,Mixed Pairs,Soviet Union-2
1988,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Pairs,Soviet Union-1
1988,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Pairs,Soviet Union-2
1988,Figure Skating,United States,Mixed,3,bronze,,Mixed Pairs,United States-1
1992,Figure Skating,Unified Team,Mixed,1,gold,,Mixed Pairs,Unified Team-1
1992,Figure Skating,Unified Team,Mixed,2,silver,,Mixed Pairs,Unified Team-2
1992,Figure Skating,Canada,Mixed,3,bronze,,Mixed Pairs,Canada-1
1994,Figure Skating,Russia,Mixed,1,gold,,Mixed Pairs,Russia-1
1994,Figure Skating,Russia,Mixed,2,silver,,Mixed Pairs,Russia-2
1994,Figure Skating,Canada,Mixed,3,bronze,,Mixed Pairs,Canada-1
1998,Figure Skating,Russia,Mixed,1,gold,,Mixed Pairs,Russia-1
1998,Figure Skating,Russia,Mixed,2,silver,,Mixed Pairs,Russia-2
1998,Figure Skating,Germany,Mixed,3,bronze,,Mixed Pairs,Germany-1
2002,Figure Skating,Russia,Mixed,1,gold,,Mixed Pairs,Russia-1
2002,Figure Skating,Canada,Mixed,1,gold,,Mixed Pairs,Canada-1
2002,Figure Skating,China,Mixed,3,bronze,,Mixed Pairs,China-1
2006,Figure Skating,Russia,Mixed,1,gold,,Mixed Pairs,Russia-1
2006,Figure Skating,China,Mixed,2,silver,,Mixed Pairs,China-1
2006,Figure Skating,China,Mixed,3,bronze,,Mixed Pairs,China-3
2010,Figure Skating,China,Mixed,1,gold,,Mixed Pairs,China-1
2010,Figure Skating,China,Mixed,2,silver,,Mixed Pairs,China-2
2010,Figure Skating,Germany,Mixed,3,bronze,,Mixed Pairs,Germany-1
1964,Figure Skating,Canada,Mixed,2,silver,,Mixed Pairs,Canada-1
1964,Figure Skating,United States,Mixed,3,bronze,,Mixed Pairs,United States-1
2014,Figure Skating,Russia,Mixed,1,gold,,Mixed Pairs,Russia
2014,Figure Skating,Russia,Mixed,2,silver,,Mixed Pairs,Russia
2014,Figure Skating,Germany,Mixed,3,bronze,,Mixed Pairs,Germany
1976,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Ice Dancing,Soviet Union-1
1976,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Ice Dancing,Soviet Union-2
1976,Figure Skating,United States,Mixed,3,bronze,,Mixed Ice Dancing,United States-1
1980,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Ice Dancing,Soviet Union-1
1980,Figure Skating,Hungary,Mixed,2,silver,,Mixed Ice Dancing,Hungary
1980,Figure Skating,Soviet Union,Mixed,3,bronze,,Mixed Ice Dancing,Soviet Union-2
1984,Figure Skating,Britain,Mixed,1,gold,,Mixed Ice Dancing,Britain-1
1984,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Ice Dancing,Soviet Union-1
1984,Figure Skating,Soviet Union,Mixed,3,bronze,,Mixed Ice Dancing,Soviet Union-2
1988,Figure Skating,Soviet Union,Mixed,1,gold,,Mixed Ice Dancing,Soviet Union-1
1988,Figure Skating,Soviet Union,Mixed,2,silver,,Mixed Ice Dancing,Soviet Union-2
1988,Figure Skating,Canada,Mixed,3,bronze,,Mixed Ice Dancing,Canada-1
1992,Figure Skating,Unified Team,Mixed,1,gold,,Mixed Ice Dancing,Unified Team-1
1992,Figure Skating,France,Mixed,2,silver,,Mixed Ice Dancing,France-1
1992,Figure Skating,Unified Team,Mixed,3,bronze,,Mixed Ice Dancing,Unified Team-2
1994,Figure Skating,Russia,Mixed,1,gold,,Mixed Ice Dancing,Russia-1
1994,Figure Skating,Russia,Mixed,2,silver,,Mixed Ice Dancing,Russia-2
1994,Figure Skating,Britain,Mixed,3,bronze,,Mixed Ice Dancing,Britain
1998,Figure Skating,Russia,Mixed,1,gold,,Mixed Ice Dancing,Russia-1
1998,Figure Skating,Russia,Mixed,2,silver,,Mixed Ice Dancing,Russia-2
1998,Figure Skating,France,Mixed,3,bronze,,Mixed Ice Dancing,France-1
2002,Figure Skating,France,Mixed,1,gold,,Mixed Ice Dancing,France-1
2002,Figure Skating,Russia,Mixed,2,silver,,Mixed Ice Dancing,Russia-1
2002,Figure Skating,Italy,Mixed,3,bronze,,Mixed Ice Dancing,Italy-1
2006,Figure Skating,Russia,Mixed,1,gold,,Mixed Ice Dancing,Russia-1
2006,Figure Skating,United States,Mixed,2,silver,,Mixed Ice Dancing,United States-1
2006,Figure Skating,Ukraine,Mixed,3,bronze,,Mixed Ice Dancing,Ukraine-1
2010,Figure Skating,Canada,Mixed,1,gold,,Mixed Ice Dancing,Canada-1
2010,Figure Skating,United States,Mixed,2,silver,,Mixed Ice Dancing,United States-1
2010,Figure Skating,Russia,Mixed,3,bronze,,Mixed Ice Dancing,Russia-1
2014,Figure Skating,Russia,Mixed,1,gold,,Team,Russia
2014,Figure Skating,Canada,Mixed,2,silver,,Team,Canada
2014,Figure Skating,United States,Mixed,3,bronze,,Team,United States
2014,Luge,Germany,Mixed,1,gold,,Team Relay,Germany
2014,Luge,Russia,Mixed,2,silver,,Team Relay,Russia
2014,Luge,Latvia,Mixed,3,bronze,,Team Relay,Latvia
2014,Figure Skating,United States,Mixed,1,gold,,Ice Dance,United States
2014,Figure Skating,Canada,Mixed,2,silver,,Ice Dance,Canada
2014,Figure Skating,Russia,Mixed,3,bronze,,Ice Dance,Russia
2014,Biathlon,Norway,Mixed,1,gold,,Mixed 2 × 6 + 2 × 7.5-Kilometer Relay,Norway
2014,Biathlon,Czech Republic,Mixed,2,silver,,Mixed 2 × 6 + 2 × 7.5-Kilometer Relay,Czech Republic
2014,Biathlon,Italy,Mixed,3,bronze,,Mixed 2 × 6 + 2 × 7.5-Kilometer Relay,Italy
1956,Cross-Country Skiing,Finland,Women,1,gold,,Women's 3 × 5-Kilometer Relay,Finland
1956,Cross-Country Skiing,Soviet Union,Women,2,silver,,Women's 3 × 5-Kilometer Relay,Soviet Union
1956,Cross-Country Skiing,Sweden,Women,3,bronze,,Women's 3 × 5-Kilometer Relay,Sweden
1960,Cross-Country Skiing,Sweden,Women,1,gold,,Women's 3 × 5-Kilometer Relay,Sweden
1960,Cross-Country Skiing,Soviet Union,Women,2,silver,,Women's 3 × 5-Kilometer Relay,Soviet Union
1960,Cross-Country Skiing,Finland,Women,3,bronze,,Women's 3 × 5-Kilometer Relay,Finland
1964,Cross-Country Skiing,Soviet Union,Women,1,gold,,Women's 3 × 5-Kilometer Relay,Soviet Union
1964,Cross-Country Skiing,Sweden,Women,2,silver,,Women's 3 × 5-Kilometer Relay,Sweden
1964,Cross-Country Skiing,Finland,Women,3,bronze,,Women's 3 × 5-Kilometer Relay,Finland
1968,Cross-Country Skiing,Norway,Women,1,gold,,Women's 3 × 5-Kilometer Relay,Norway
1968,Cross-Country Skiing,Sweden,Women,2,silver,,Women's 3 × 5-Kilometer Relay,Sweden
1968,Cross-Country Skiing,Soviet Union,Women,3,bronze,,Women's 3 × 5-Kilometer Relay,Soviet Union
1972,Cross-Country Skiing,Soviet Union,Women,1,gold,,Women's 3 × 5-Kilometer Relay,Soviet Union
1972,Cross-Country Skiing,Finland,Women,2,silver,,Women's 3 × 5-Kilometer Relay,Finland
1972,Cross-Country Skiing,Norway,Women,3,bronze,,Women's 3 × 5-Kilometer Relay,Norway
1976,Cross-Country Skiing,Soviet Union,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Soviet Union
1976,Cross-Country Skiing,Finland,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Finland
1976,Cross-Country Skiing,East Germany,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,East Germany
1980,Cross-Country Skiing,East Germany,Women,1,gold,,Women's 4 × 5-Kilometer Relay,East Germany
1980,Cross-Country Skiing,Soviet Union,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Soviet Union
1980,Cross-Country Skiing,Norway,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Norway
1984,Cross-Country Skiing,Norway,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Norway
1984,Cross-Country Skiing,Czechoslovakia,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Czechoslovakia
1984,Cross-Country Skiing,Finland,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Finland
1988,Cross-Country Skiing,Soviet Union,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Soviet Union
1988,Cross-Country Skiing,Norway,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Norway
1988,Cross-Country Skiing,Finland,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Finland
1992,Biathlon,France,Women,1,gold,,Women's 3 × 7.5-Kilometer Relay,France
1992,Biathlon,Germany,Women,2,silver,,Women's 3 × 7.5-Kilometer Relay,Germany
1992,Biathlon,Unified Team,Women,3,bronze,,Women's 3 × 7.5-Kilometer Relay,Unified Team
1992,Cross-Country Skiing,Unified Team,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Unified Team
1992,Cross-Country Skiing,Norway,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Norway
1992,Cross-Country Skiing,Italy,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Italy
1992,Short-Track Speedskating,Canada,Women,1,gold,,"Women's 3,000-Meter Relay",Canada
1992,Short-Track Speedskating,United States,Women,2,silver,,"Women's 3,000-Meter Relay",United States
1992,Short-Track Speedskating,Unified Team,Women,3,bronze,,"Women's 3,000-Meter Relay",Unified Team
1994,Biathlon,Russia,Women,1,gold,,Women's 4 × 7.5-Kilometer Relay,Russia
1994,Biathlon,Germany,Women,2,silver,,Women's 4 × 7.5-Kilometer Relay,Germany
1994,Biathlon,France,Women,3,bronze,,Women's 4 × 7.5-Kilometer Relay,France
1994,Cross-Country Skiing,Russia,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Russia
1994,Cross-Country Skiing,Norway,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Norway
1994,Cross-Country Skiing,Italy,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Italy
1994,Short-Track Speedskating,South Korea,Women,1,gold,,"Women's 3,000-Meter Relay",South Korea
1994,Short-Track Speedskating,Canada,Women,2,silver,,"Women's 3,000-Meter Relay",Canada
1994,Short-Track Speedskating,United States,Women,3,bronze,,"Women's 3,000-Meter Relay",United States
1998,Biathlon,Germany,Women,1,gold,,Women's 4 × 7.5-Kilometer Relay,Germany
1998,Biathlon,Russia,Women,2,silver,,Women's 4 × 7.5-Kilometer Relay,Russia
1998,Biathlon,Norway,Women,3,bronze,,Women's 4 × 7.5-Kilometer Relay,Norway
1998,Cross-Country Skiing,Russia,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Russia
1998,Cross-Country Skiing,Norway,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Norway
1998,Cross-Country Skiing,Italy,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Italy
1998,Curling,Canada,Women,1,gold,,Women's Curling,Canada
1998,Curling,Denmark,Women,2,silver,,Women's Curling,Denmark
1998,Curling,Sweden,Women,3,bronze,,Women's Curling,Sweden
1998,Ice Hockey,United States,Women,1,gold,,Women's Ice Hockey,United States
1998,Ice Hockey,Canada,Women,2,silver,,Women's Ice Hockey,Canada
1998,Ice Hockey,Finland,Women,3,bronze,,Women's Ice Hockey,Finland
1998,Short-Track Speedskating,South Korea,Women,1,gold,,"Women's 3,000-Meter Relay",South Korea
1998,Short-Track Speedskating,China,Women,2,silver,,"Women's 3,000-Meter Relay",China
1998,Short-Track Speedskating,Canada,Women,3,bronze,,"Women's 3,000-Meter Relay",Canada
2002,Biathlon,Germany,Women,1,gold,,Women's 4 × 7.5-Kilometer Relay,Germany
2002,Biathlon,Norway,Women,2,silver,,Women's 4 × 7.5-Kilometer Relay,Norway
2002,Biathlon,Russia,Women,3,bronze,,Women's 4 × 7.5-Kilometer Relay,Russia
2002,Bobsled,United States,Women,1,gold,,Women's Two,United States-2
2002,Bobsled,Germany,Women,2,silver,,Women's Two,Germany-1
2002,Bobsled,Germany,Women,3,bronze,,Women's Two,Germany-2
2002,Cross-Country Skiing,Germany,Women,1,gold,,Women's 4 × 5-Kilometer Relay,Germany
2002,Cross-Country Skiing,Norway,Women,2,silver,,Women's 4 × 5-Kilometer Relay,Norway
2002,Cross-Country Skiing,Switzerland,Women,3,bronze,,Women's 4 × 5-Kilometer Relay,Switzerland
2002,Curling,Britain,Women,1,gold,,Women's Curling,Britain
2002,Curling,Switzerland,Women,2,silver,,Women's Curling,Switzerland
2002,Curling,Canada,Women,3,bronze,,Women's Curling,Canada
2002,Ice Hockey,Canada,Women,1,gold,,Women's Ice Hockey,Canada
2002,Ice Hockey,United States,Women,2,silver,,Women's Ice Hockey,United States
2002,Ice Hockey,Sweden,Women,3,bronze,,Women's Ice Hockey,Sweden
2002,Short-Track Speedskating,South Korea,Women,1,gold,,"Women's 3,000-Meter Relay",South Korea
2002,Short-Track Speedskating,China,Women,2,silver,,"Women's 3,000-Meter Relay",China
2002,Short-Track Speedskating,Canada,Women,3,bronze,,"Women's 3,000-Meter Relay",Canada
2006,Biathlon,Russia,Women,1,gold,,Women's 4 × 6-Kilometer Relay,Russia
2006,Biathlon,Germany,Women,2,silver,,Women's 4 × 6-Kilometer Relay,Germany
2006,Biathlon,France,Women,3,bronze,,Women's 4 × 6-Kilometer Relay,France
